group,variable,value
10- iPhone 6s 32Go,iPhone 12 mini 128Go,0.12
10- iPhone 6s 32Go,iPhone 12 mini 64Go,0.35
10- iPhone 6s 32Go,iPhone 12 Pro 128Go,0.06
10- iPhone 6s 32Go,iPhone 12 Pro Max 128Go,0.28
10- iPhone 6s 32Go,iPhone 12 Pro Max 256Go,0.03
10- iPhone 6s 32Go,iPhone 12 Pro Max 512Go,0
10- iPhone 6s 32Go,iPhone 7 32Go,0
10- iPhone 6s 32Go,iPhone SE 2020 128Go,0.03
10- iPhone 6s 32Go,iPhone SE 2020 256Go,0.01
10- iPhone 6s 32Go,iPhone SE 2020 64Go,0.73
10- iPhone 6s 32Go,iPhone XR 128Go,0
10- iPhone 6s 32Go,iPhone XR 64Go,0.17
10- iPhone 6s 32Go,Mi 10,0.04
10- iPhone 6s 32Go,MI 10 LITE,0
10- iPhone 6s 32Go,Mi 10T,0
10- iPhone 6s 32Go,Mi 10T Lite,0.01
10- iPhone 6s 32Go,MI 10T PRO,0.04
10- iPhone 6s 32Go,Mi Note 10,0
10- iPhone 6s 32Go,nova 5t,0
10- iPhone 6s 32Go,P30,0.01
10- iPhone 6s 32Go,P30 Pro 128Go,0.03
10- iPhone 6s 32Go,P40,0
10- iPhone 6s 32Go,P40 PRO,0.01
10- iPhone 6s 32Go,Reno 4Z,0
10- iPhone 6s 32Go,S43,0
10- iPhone 6s 32Go,TREKKER-X4,0
10- iPhone 6s 32Go,Xperia 5 II,0
10- iPhone 6s 32Go,Galaxy Z Fold 2,0
10- iPhone 6s 32Go,iPhone 12 mini 256Go,0
10- iPhone 6s 32Go,iPhone 12 Pro 256Go,0.01
10- iPhone 6s 32Go,A53s,0
